Sentiment,Tokens,Reviews
positive,"['góp_ý', 'nhắc_nhở', 'nhiệt_tình', 'lưu_ý', 'sai_sót', 'cho', 'sinh_viên']","góp ý , nhắc nhở nhiệt tình , lưu ý sai sót cho sinh viên ."
negative,"['những', 'thứ', 'đó', 'không', 'đủ', 'để', 'làm', 'bài', 'thực_hành', 'như', 'tuần', '5', 'tuần', '6', 'tuần', '7']","những thứ đó không đủ để làm bài thực hành như tuần 5 , tuần 6 , tuần 7 ."
positive,"['nhiệt_tình', 'giải_đáp', 'tốt', 'thắc_mắc', 'của', 'sinh_viên']","nhiệt tình , giải đáp tốt thắc mắc của sinh viên ."
negative,"['bài_tập', 'deadline', 'quá', 'nhiều', 'mà', 'thời_gian', 'lại', 'quá', 'ngắn']",bài tập deadline quá nhiều mà thời gian lại quá ngắn .
positive,"['thầy', 'dạy', 'rất', 'hăng_say', 'nhiệt_tình']","thầy dạy rất hăng say , nhiệt tình ."
negative,"['nên', 'rút_gọn', 'kiến_thức', 'lại']",nên rút gọn kiến thức lại .
positive,"['thầy', 'dạy', 'hay', 'và', 'vui_vẻ']",thầy dạy hay và vui vẻ .
negative,"['vào', 'lớp', 'muộn', 'cho', 'ra', 'trễ']","vào lớp muộn , cho ra trễ ."
positive,"['giáo_viên', 'nhiệt_tình', 'tận_tâm', 'lên_lớp', 'đúng', 'giờ']","giáo viên nhiệt tình , tận tâm , lên lớp đúng giờ ."
negative,"['sinh_viên', 'trường', 'wzjwz80', 'chúng_ta', 'hoàn_toàn', 'không', 'được', 'đánh_giá', 'cao', 'so', 'với', 'sinh_viên', 'của', 'wzjwz81', 'và', 'wzjwz82']",sinh viên trường wzjwz80 chúng ta hoàn toàn không được đánh giá cao so với sinh viên của wzjwz81 và wzjwz82 .
positive,"['thầy', 'luôn', 'quan_tâm', 'đến', 'sinh_viên', 'luôn', 'nhắc_nhở', 'giám_sát', 'quá_trình']","thầy luôn quan tâm đến sinh viên , luôn nhắc nhở giám sát quá trình ."
negative,"['phát_âm', 'thuật_ngữ', 'tiếng', 'anh', 'không', 'chuẩn', 'khó', 'phân_biệt', 'khi', 'nghe', 'giảng']","phát âm thuật ngữ tiếng anh không chuẩn , khó phân biệt khi nghe giảng ."
positive,"['truyền_đạt', 'tốt', 'dễ', 'hiểu', 'ngay', 'trên', 'lớp']","truyền đạt tốt , dễ hiểu ngay trên lớp ."
negative,"['thầy', 'có', 'đi', 'dạy', 'trễ']",thầy có đi dạy trễ .
positive,"['cô', 'dạy', 'rất', 'nhiệt_huyết', 'dạy', 'để', 'hiểu', 'hiểu', 'bản_chất', 'chứ', 'không', 'phải', 'dạy', 'kiến_thức', 'suông', 'như', 'một_số', 'giáo_viên', 'khác']","cô dạy rất nhiệt huyết , dạy để hiểu , hiểu bản chất , chứ không phải dạy kiến thức suông như một số giáo viên khác ."
negative,"['nếu', 'thầy', 'có_thể', 'đến', 'sớm', 'để', 'dạy', 'cho', 'sinh_viên', 'có_thể', 'nghĩ', 'trưa', 'được', 'nhiều', 'hơn']",nếu thầy có thể đến sớm để dạy cho sinh viên có thể nghĩ trưa được nhiều hơn .
positive,"['thầy', 'dạy', 'nhiệt_tình', 'dễ', 'hiểu', 'nhưng', 'nên', 'có', 'thêm', 'bài_tập', 'về', 'nhà', 'có', 'tính', 'điểm', 'giúp', 'sinh_viên', 'tiếp_thu', 'bài', 'tốt', 'hơn']","thầy dạy nhiệt tình , dễ hiểu nhưng nên có thêm bài tập về nhà có tính điểm giúp sinh viên tiếp thu bài tốt hơn ."
negative,"['thầy', 'thường_xuyên', 'nghỉ', 'mà', 'không', 'thông_báo']",thầy thường xuyên nghỉ mà không thông báo .
positive,"['rất', 'ok', 'rất', 'thích', 'cách', 'dạy', 'của', 'thầy']","rất ok , rất thích cách dạy của thầy ."
negative,"['bài', 'giảng', 'chưa', 'thật_sự', 'thu_hút']",bài giảng chưa thật sự thu hút .
positive,"['thầy', 'nhiệt_tình', 'vui_vẻ', 'có', 'phương_pháp', 'dạy', 'tốt', 'và', 'chương_trình', 'cụ_thể', 'dễ', 'học']","thầy nhiệt tình , vui vẻ , có phương pháp dạy tốt và chương trình cụ thể dễ học ."
negative,"['điểm', 'làm', 'đồ_án', 'nên', 'trên', '50', '%', 'thì', 'sẽ', 'có', 'tính', 'thực_tiễn', 'hơn']",điểm làm đồ án nên trên 50% thì sẽ có tính thực tiễn hơn .
positive,"['đưa', 'ra', 'các', 'ví_dụ', 'rất', 'hay', 'rất', 'thực_tế', 'bài_tập', 'khó', 'nhưng', 'hay', 'kiến', 'sinh_viên', 'chủ_động', 'học_tập']","đưa ra các ví dụ rất hay rất thực tế , bài tập khó nhưng hay kiến sinh viên chủ động học tập ."
negative,"['phòng', 'học', 'oi_bức']",phòng học oi bức .
positive,"['giảng', 'rất', 'dễ', 'hiểu']",giảng rất dễ hiểu .
negative,"['không', 'dạy', 'vào', 'trọng_tâm', 'chương_trình', 'sử_dụng', 'giáo_trình', 'mà', 'thường', 'đi', 'lan_man']","không dạy vào trọng tâm chương trình , sử dụng giáo trình mà thường đi lan man ."
positive,"['thầy', 'nhiệt_tình', 'vui_tính', 'công_bằng']","thầy nhiệt tình , vui tính , công bằng ."
negative,"['thầy', 'nên', 'cho', 'nhiều', 'ví_dụ', 'liên_quan', 'đến', 'bài_học', 'hơn', 'và', 'nên', 'có', 'hình_thức', 'làm', 'và', 'nộp', 'bài_tập', 'hàng', 'tuần']","thầy nên cho nhiều ví dụ liên quan đến bài học hơn , và nên có hình thức làm và nộp bài tập hàng tuần ."
positive,"['giảng_viên', 'vui_tính', 'tận_tâm', 'nhiệt_tình']","giảng viên vui tính , tận tâm , nhiệt tình ."
negative,"['phòng', 'thực_hành', 'khoa', 'wzjwz70', 'máy', 'hư', 'tùm_lum', 'không', 'hiểu', 'sao', 'phòng', 'thực_hành', 'mấy', 'khoa', 'khác', 'như', 'wzjwz71', 'wzjwz72', 'đầu_tư', 'mới', 'với', 'tốt', 'hơn', 'nhiều']","phòng thực hành khoa wzjwz70 máy hư tùm lum , không hiểu sao phòng thực hành mấy khoa khác như wzjwz71 , wzjwz72 đầu tư mới với tốt hơn nhiều ."
positive,"['nhiệt_huyết', 'truyền_đạt', 'kiến_thức']",nhiệt huyết truyền đạt kiến thức .
negative,"['mong', 'các', 'môn', 'thực_hành', 'cách', 'tuần', 'sẽ', 'chuyển', 'thành', 'hàng', 'tuần']",mong các môn thực hành cách tuần sẽ chuyển thành hàng tuần .
positive,"['giảng_viên', 'có', 'chuyên_môn', 'tốt', 'giải_đáp', 'trả_lời', 'thắc_mắc', 'đầy_đủ', 'từ', 'sinh_viên']","giảng viên có chuyên môn tốt , giải đáp trả lời thắc mắc đầy đủ từ sinh viên ."
negative,"['môn_học', 'không', 'mang', 'tính', 'ứng_dụng', 'và', 'thực_tế', 'kiến_thức', 'quá', 'chung_chung']","môn học không mang tính ứng dụng và thực tế , kiến thức quá chung chung ."
positive,"['cô', 'dạy', 'nhiệt_tình', 'phân', 'nhóm', 'thuyết_trình', 'tạo', 'không_khí', 'học_tập', 'sôi_nổi']","cô dạy nhiệt tình , phân nhóm thuyết trình tạo không khí học tập sôi nổi ."
negative,"['một_số', 'vấn_đề', 'sinh_viên', 'thắc_mắc', 'đăng', 'lên', 'course', 'thường', 'được', 'giảng_viên', 'trả_lời', 'chậm', 'và', 'thường', 'không', 'trả_lời', 'luôn']","một số vấn đề sinh viên thắc mắc đăng lên course thường được giảng viên trả lời chậm , và thường không trả lời luôn ."
positive,"['thân_thiện', 'với', 'học_sinh']",thân thiện với học sinh .
negative,"['slide', 'môn_học', 'một_số', 'phần', 'dịch', 'từ', 'tiếng', 'anh', 'khó_hiểu', 'không', 'rõ_ràng']","slide môn học một số phần dịch từ tiếng anh khó hiểu , không rõ ràng ."
positive,"['thầy', 'dạy', 'rất', 'dễ', 'hiểu', 'cho', 'nhiều', 'bài_tập']","thầy dạy rất dễ hiểu , cho nhiều bài tập ."
negative,"['rất', 'mong', 'thầy', 'trong', 'thời_gian', 'giảng_dạy', 'có_thể', 'cải_thiện', 'nhiều', 'phương_pháp', 'truyền_đạt', 'để', 'môn_học', 'thú_vị', 'hơn']",rất mong thầy trong thời gian giảng dạy có thể cải thiện nhiều phương pháp truyền đạt để môn học thú vị hơn .
positive,"['đến', 'lớp', 'đúng', 'giờ']",đến lớp đúng giờ .
negative,"['em', 'có', 'gửi', 'một', 'message', 'trên', 'trang_web', 'môn_học', 'cho', 'một', 'thầy', 'nhưng', 'mà', 'chờ', 'mãi', 'vẫn', 'chưa', 'nhận', 'được', 'câu', 'trả_lời']",em có gửi một message trên trang web môn học cho một thầy nhưng mà chờ mãi vẫn chưa nhận được câu trả lời .
positive,"['giảng', 'chậm', 'chi_tiết', 'dễ', 'hiểu']","giảng chậm , chi tiết , dễ hiểu ."
negative,"['giảng_viên', 'nên', 'giảng', 'nhiều', 'hơn', 'chứ', 'không', 'nên', 'để', 'sinh_viên', 'lên', 'làm', 'bài_tập']",giảng viên nên giảng nhiều hơn chứ không nên để sinh viên lên làm bài tập .
positive,"['giảng_giải', 'tốt', 'vấn_đề', 'được', 'đề_cập_đến']",giảng giải tốt vấn đề được đề cập đến .
negative,"['cô', 'không', 'sử_dụng', 'hệ_thống', 'course', 'của', 'trường']",cô không sử dụng hệ thống course của trường .
positive,"['giảng_viên', 'đưa', 'ra', 'nhiều', 'dạng', 'bài_tập', 'giúp', 'học_sinh', 'hiểu', 'rõ', 'hơn']",giảng viên đưa ra nhiều dạng bài tập giúp học sinh hiểu rõ hơn .
negative,"['đi', 'học', 'hay', 'không', 'đi', 'học', 'cũng', 'như', 'nhau']",đi học hay không đi học cũng như nhau .
positive,"['môn_học', 'hay']",môn học hay .
negative,"['chép', 'bài', 'trên', 'bảng', 'nhanh', 'giảng', 'hơi', 'nhanh']","chép bài trên bảng nhanh , giảng hơi nhanh ."
positive,"['kiến_thức', 'thực_tế']",kiến thức thực tế .
negative,"['cô', 'dạy', 'khó_hiểu', 'phức_tạp_hóa', 'vấn_đề']","cô dạy khó hiểu , phức tạp hóa vấn đề ."
positive,"['tài_liệu', 'đầy_đủ', 'phương_pháp', 'dạy', 'dễ', 'tiếp_thu', 'và', 'giảng_viên', 'nhiệt_tình']","tài liệu đầy đủ , phương pháp dạy dễ tiếp thu và giảng viên nhiệt tình ."
negative,"['cách', 'cô', 'sắp_xếp', 'sinh_viên', 'khi', 'thi', 'giữa', 'kỳ', 'rất', 'lộn_xộn']",cách cô sắp xếp sinh viên khi thi giữa kỳ rất lộn xộn .
positive,"['cô', 'dạy', 'dễ', 'tiếp_thu']",cô dạy dễ tiếp thu .
negative,"['nhiều', 'nội_dung', 'môn_học', 'bị', 'bỏ_qua']",nhiều nội dung môn học bị bỏ qua .
positive,"['cô', 'dễ_thương', 'dạy', 'dễ', 'hiểu', 'và', 'tạo', 'cảm_hứng', 'học_tập']",cô dễ thương dạy dễ hiểu và tạo cảm hứng học tập .
negative,"['ít', 'sử_dụng', 'hệ_thống', 'moodle', 'môn_học', 'slide', 'bài', 'giảng', 'các', 'bài', 'nộp', 'khó_khăn', 'để', 'nộp', 'do', 'sinh_viên', 'ít', 'sử_dụng', 'hệ_thống', 'dropbox']","ít sử dụng hệ thống moodle môn học , slide bài giảng các bài nộp khó khăn để nộp do sinh viên ít sử dụng hệ thống dropbox ."
positive,"['thầy', 'rất', 'nhiệt_tình', 'và', 'vui_vẻ']",thầy rất nhiệt tình và vui vẻ .
negative,"['cung_cấp', 'đầy_đủ', 'và', 'cập_nhật', 'giáo_trình', 'và', 'tài_liệu', 'phục_vụ', 'môn_học', 'hơn']",cung cấp đầy đủ và cập nhật giáo trình và tài liệu phục vụ môn học hơn .
positive,"['giáo_viên', 'truyền', 'được', 'cảm_hứng', 'ưa_thích', 'môn_học', 'và', 'thường_xuyên', 'liên_lạc', 'đến', 'các', 'vấn_đề', 'xã_hội', 'ngoài', 'môn_học']",giáo viên truyền được cảm hứng ưa thích môn học và thường xuyên liên lạc đến các vấn đề xã hội ngoài môn học .
negative,"['thầy', 'dạy', 'rất', 'nhiệt_tình', 'nhưng', 'bị', 'lố', 'giờ', 'nhiều', 'quá', 'môn_học', 'có', '4', 'tiết', 'nhưng', 'lúc_nào', 'cũng', 'gần_như', 'là', '5', 'tiết']","thầy dạy rất nhiệt tình nhưng bị lố giờ nhiều quá , môn học có 4 tiết nhưng lúc nào cũng gần như là 5 tiết ."
positive,"['cô', 'rất', 'vui']",cô rất vui .
negative,"['gây', 'khó_khăn', 'cho', 'việc_làm', 'bài', 'thi']",gây khó khăn cho việc làm bài thi .
positive,"['giảng_viên', 'tận_tâm', 'giúp_đỡ', 'sinh_viên', 'trong', 'quá_trình', 'học']","giảng viên tận tâm , giúp đỡ sinh viên trong quá trình học ."
negative,"['giảng_viên', 'thụ_động']",giảng viên thụ động .
positive,"['thầy', 'dạy', 'rất', 'hay', 'rất', 'mong', 'thầy', 'tiếp_tục', 'công_tác', 'tại', 'trường']","thầy dạy rất hay , rất mong thầy tiếp tục công tác tại trường ."
negative,"['toàn', 'phải', 'đi', 'học', 'ké', 'lớp', 'khác']",toàn phải đi học ké lớp khác .
positive,"['cô', 'quá', 'là', 'dễ_thương', 'nhiệt_tình']","cô quá là dễ thương , nhiệt tình ."
negative,"['đôi_khi', 'một_số', 'điều', 'thầy', 'nói', 'sinh_viên', 'tự', 'tìm_hiểu', 'mà', 'không', 'giải_thích', 'thêm']",đôi khi một số điều thầy nói sinh viên tự tìm hiểu mà không giải thích thêm .
positive,"['cô', 'rất', 'nhiệt_tình', 'trong', 'việc', 'giảng_dạy', 'và', 'giao_tiếp', 'với', 'sinh_viên']",cô rất nhiệt tình trong việc giảng dạy và giao tiếp với sinh viên .
negative,"['cách', 'dạy', 'còn', 'khô_khan', 'nhàm_chán', 'không', 'tạo', 'được', 'cho', 'sinh_viên', 'sự', 'hào_hứng']","cách dạy còn khô khan , nhàm chán , không tạo được cho sinh viên sự hào hứng ."
positive,"['dạy', 'tốt', 'có', 'tâm']",dạy tốt có tâm .
negative,"['khuyến_khích', 'phát_biểu', 'trong', 'giờ', 'học', 'và', 'đưa', 'ra', 'các', 'bài_tập', 'khó', 'cộng', 'điểm', 'để', 'tạo', 'hứng_thú', 'cho', 'học_sinh']",khuyến khích phát biểu trong giờ học và đưa ra các bài tập khó cộng điểm để tạo hứng thú cho học sinh .
positive,"['thầy', 'dễ_tính', 'có', 'đi', 'học', 'đều', 'sẻ', 'qua', 'môn', 'hoạt_động', 'làm', 'bài', 'thu_hoạch', 'tạo', 'điều_kiện', 'cho', 'sinh_viên', 'lấy', 'điểm']","thầy dễ tính , có đi học đều sẻ qua môn , hoạt động làm bài thu hoạch tạo điều kiện cho sinh viên lấy điểm ."
negative,"['bài', 'thi', 'phải', 'sát', 'hơn', 'và', 'thêm', 'phần', 'thi', 'nói', 'để', 'kiểm_tra', 'và', 'xếp', 'loại', 'đầu_vào']",bài thi phải sát hơn và thêm phần thi nói để kiểm tra và xếp loại đầu vào .
positive,"['thầy', 'vui_vẻ', 'sâu_sắc']","thầy vui vẻ , sâu sắc ."
negative,"['khi', 'hỏi', 'thì', 'giảng_viên', 'nói', 'rằng', 'đến', 'lớp', 'nhưng', 'không', 'thấy', 'ai']",khi hỏi thì giảng viên nói rằng đến lớp nhưng không thấy ai .
positive,"['thầy', 'tận_tâm', 'giảng', 'rất', 'dễ', 'hiểu']","thầy tận tâm , giảng rất dễ hiểu ."
negative,"['nếu', 'được', 'thì', 'rút', 'ngắn', 'thời_gian', 'học', 'mỗi', 'môn_học', 'trong', 'một', 'học_kỳ', 'thành', '7', 'tuần', '2', 'buổi', 'tuần', 'hay', 'học', 'theo', 'hình_thức', '""', 'cuốn_chiếu', '""', 'các', 'môn_học', 'trong', 'một', 'học_kỳ']","nếu được thì rút ngắn thời gian học mỗi môn học trong một học kỳ thành 7 tuần 2 buổi tuần hay học theo hình thức "" cuốn chiếu "" các môn học trong một học kỳ ."
positive,"['tích_cực', 'giúp_đỡ', 'sinh_viên', 'khi', 'gặp', 'khúc_mắc', 'phương_pháp', 'dạy', 'vui', 'thoải_mái', 'xen_kẽ', 'chuyên_sâu']","tích cực giúp đỡ sinh viên khi gặp khúc mắc , phương pháp dạy vui , thoải mái xen kẽ chuyên sâu ."
negative,"['cho_nên', 'cái', 'này', 'phải', 'từ', 'giảng_viên', 'học_hỏi', 'và', 'tham_khảo', 'cách', 'giảng_dạy', 'của', 'giảng_viên', 'khác', 'dạy', 'cùng', 'bộ_môn', 'với', 'mình']",cho nên cái này phải từ giảng viên học hỏi và tham khảo cách giảng dạy của giảng viên khác dạy cùng bộ môn với mình .
positive,"['sự', 'nhiệt_tình', 'cô', 'wzjwz312', 'dạy', 'rất', 'dễ', 'hiểu', 'và', 'vui_vẻ']","sự nhiệt tình , cô wzjwz312 dạy rất dễ hiểu và vui vẻ ."
negative,"['mong', 'giáo_viên', 'cải_thiện', 'cách', 'dạy', 'dễ', 'hiểu', 'hơn']",mong giáo viên cải thiện cách dạy dễ hiểu hơn .
positive,"['thầy', 'dạy', 'hơi', 'nhanh', 'nhưng', 'kỹ', 'và', 'sâu']","thầy dạy hơi nhanh , nhưng kỹ và sâu ."
negative,"['giảng_dạy', 'nặng', 'về', 'nói_chuyện', 'ít', 'tập_trung', 'vào', 'ngữ_pháp', 'trong', 'khi', 'thi', 'thì', 'toàn', 'ngữ_pháp']","giảng dạy nặng về nói chuyện , ít tập trung vào ngữ pháp , trong khi thi thì toàn ngữ pháp ."
positive,"['đôi', 'khi', 'thầy', 'hơi', 'khó_tính']",đôi khi thầy hơi khó tính .
negative,"['thầy', 'nên', 'giải_thích', 'kỹ', 'hơn']",thầy nên giải thích kỹ hơn .
positive,"['thẳng_thắn', 'và', 'kiên_quyết']",thẳng thắn và kiên quyết .
negative,"['mọi', 'bài', 'thực_hành', 'sinh_viên', 'tự', 'đọc', 'hiểu', 'và', 'sự', 'có_mặt', 'của', 'giảng_viên', 'trên', 'lớp', 'chỉ', 'mang', 'hình_thức', 'có_mặt']",mọi bài thực hành sinh viên tự đọc hiểu và sự có mặt của giảng viên trên lớp chỉ mang hình thức có mặt .
