Score,pre_Sentiment,Sentiment,Tokens,Reviews
6.0,positive,positive,"['thầy', 'dạy', 'dễ', 'hiểu', 'sẵn_sàng', 'giúp_đỡ', 'sinh_viên', 'tận_tâm', 'nhiệt_tình']","thầy dạy dễ hiểu , sẵn sàng giúp đỡ sinh viên , tận tâm , nhiệt tình ."
3.0,positive,negative,"['bổ_sung', 'thêm', 'trang', 'thiết_bị', 'đáp_ứng', 'nhu_cầu_môn_học', 'cải_thiện', 'phòng', 'lab', 'rộng_rãi']",bổ sung thêm các trang thiết bị để đáp ứng nhu cầu môn học và cải thiện phòng lab rộng rãi hơn .
3.0,positive,positive,"['giáo_viên', 'nhiệt_tình', 'đảm_bảo', 'lớp', 'dạy', 'kỹ']","giáo viên nhiệt tình , đảm bảo giờ lên lớp , dạy kỹ ."
-1.0,negative,negative,"['cần', 'hỗ', 'trọ', 'máy', 'thực_hành', 'môn', 'mạch']",cần hỗ trọ nhiều máy thực hành hơn cho môn mạch số .
1.0,positive,positive,"['dễ_chịu', 'colonsmile']",cô rất dễ chịu colonsmile .
-3.0,negative,negative,"['phòng', 'máy', 'chất', 'kém', 'chậm', 'liên_tục', 'mất', 'điện', 'trình', 'thực_hành']","phòng máy chất lượng kém , rất chậm , liên tục mất điện trong quá trình thực hành ."
3.0,positive,positive,"['dạy', 'khá', 'dễ', 'hiểu']",cô dạy khá dễ hiểu .
-1.0,negative,negative,"['thêm', 'tập']",thêm nhiều bài tập về nhà .
3.0,positive,positive,"['dạy', 'thực_hành', 'ứng_dụng', 'thực_tế', 'hay', '(', 'thực_hành', 'tín_hiệu', 'âm', ')', 'khiến', 'học_sinh', 'có', 'cảm_giác', 'học', 'không', 'tập', 'gò_bó', 'quy_củ']","cách dạy thực hành với những ứng dụng thực tế rất hay ( thực hành trên tín hiệu âm thanh ) , khiến cho học sinh có cảm giác muốn học , không giống như khi làm các bài tập gò bó , quy củ ."
1.0,positive,negative,"['có', 'mục_tiêu', 'môn_học', 'cần', 'xác_định', 'sinh_viên', 'bắt_đầu', 'cảm_ơn']","nếu có , em nghĩ mục tiêu môn học cần xác định rõ với sinh viên trước khi bắt đầu , em cảm ơn ạ !"
4.0,positive,positive,"['tốc_độ', 'giảng_dạy', 'phù_hợp', 'sinh_viên', 'có', 'đủ', 'thời_gian', 'thực_hành', 'kiến_thức', 'học', 'lớp']",tốc độ giảng dạy phù hợp để sinh viên có đủ thời gian để tự thực hành kiến thức vừa học ngay tại lớp .
-1.0,negative,negative,"['phòng', 'học', 'thiếu', 'quạt']",phòng học thiếu quạt .
1.0,positive,positive,"['thầy', 'vui']",thầy rất vui tính .
0.0,negative,negative,"['giáo_viên', 'dạy', 'lớp', 'wzjwz315', 'không', 'phải', 'wzjwz316']",giáo viên dạy lớp wzjwz315 không phải là cô wzjwz316 .
4.0,positive,positive,"['khả_năng', 'đọc', 'hiểu', 'được', 'nâng', 'cao']","khả năng nghe , đọc hiểu được nâng cao ."
-2.0,negative,negative,"['không', 'có', 'bất_kỳ', 'hài']",em không có bất kỳ điều gì hài hòng .
1.0,positive,positive,"['thích', 'phương_pháp', 'giảng_dạy', 'thầy']",rất thích phương pháp giảng dạy của thầy .
-2.0,negative,negative,"['nên', 'nêu', 'mục_đích', 'yêu_cầu_môn_học', 'bắt_đầu', 'dạy', 'sinh_viên', 'nắm', 'được', 'mục_đích', 'yêu_cầu_môn_học']","nên nêu rõ mục đích , yêu cầu của môn học khi bắt đầu dạy , để sinh viên nắm được mục đích yêu cầu môn học ."
2.0,positive,positive,"['có', 'tinh_thần', 'trách_nhiệm', 'cao']",có tinh thần trách nhiệm cao .
-1.0,negative,negative,"['giảng_viên', 'chưa_có', 'khả_năng', 'truyền_đạt', 'kinh_nghiệm', 'đứng', 'lớp', 'chưa_có']","giảng viên chưa có khả năng truyền đạt , kinh nghiệm đứng lớp chưa có !"
5.0,positive,positive,"['giảng_viên', 'truyền_đạt', 'kiến_thức', 'tốt', 'có', 'kinh_nghiệm', 'phát_âm', 'tốt']","giảng viên truyền đạt kiến thức tốt , có nhiều kinh nghiệm , phát âm tốt ."
0.0,negative,negative,"['sử_dụng', 'slide', 'nguyên', 'tiếng']",sử dụng slide nguyên bản tiếng anh .
2.0,positive,positive,"['giáo_viên', 'lớp', 'đều', 'giảng', 'tích_cực']","giáo viên lên lớp đều , giảng bài tích cực ."
0.0,negative,negative,"['thầy', 'hay', 'chảy', 'mồ_hôi', 'có', 'cảm_giác', 'nóng_nực', 'dễ', 'sợ']",thầy hay chảy mồ hôi nhìn có cảm giác nóng nực dễ sợ luôn .
3.0,positive,positive,"['giáo_viên', 'dạy', 'nhiệt_tình', 'dễ', 'hiểu']",giáo viên dạy nhiệt tình và dễ hiểu .
-2.0,negative,negative,"['giảng_viên', 'phải', 'đảm_bảo', 'lớp']",giảng viên phải đảm bảo giờ lên lớp .
3.0,positive,positive,"['dạy', 'nhiệt_tình', 'truyền_đạt', 'kiến_thức', 'tốt']","cô dạy nhiệt tình , truyền đạt kiến thức tốt ."
-1.0,negative,negative,"['dạy', 'thầy', 'cưỡi', 'ngựa', 'hoa', '15', 'phút', 'giảng', 'xong']","cách dạy của thầy như cưỡi ngựa xem hoa , 15 phút giảng xong một bài ."
1.0,positive,positive,"['nhiệt_tình', 'thầy']",sự nhiệt tình của thầy cô .
-1.0,negative,negative,"['thầy', 'dạy', 'khó_hiểu']",thầy dạy khó hiểu .
6.0,positive,positive,"['thầy', 'chuẩn_bị', 'tài_liệu', 'slide', 'khá', 'ok', 'đủ', 'hiểu', 'được']","thầy chuẩn bị tài liệu , slide khá ok , đủ để người xem hiểu được ."
-2.0,negative,negative,"['thầy', 'không', 'thông_báo', 'sinh_viên', 'nội_dung', 'chiếm', 'bao_nhiêu']",thầy không thông báo rõ cho sinh viên về nội dung làm chiếm bao nhiêu .
4.0,positive,positive,"['thầy', 'dạy', 'hay', 'dễ', 'hiểu', 'nhiệt_tình']","thầy dạy hay , dễ hiểu và nhiệt tình ."
-6.0,negative,negative,"['giọng_điệu', 'hơi', 'nhanh', 'khó', 'khả_năng', 'truyền_đạt', 'chưa', 'tốt']","giọng điệu khi nói hơi nhanh khó nghe , khả năng truyền đạt chưa tốt ."
1.0,positive,positive,"['giáo_viên', 'cực_kỳ', 'nhiệt_tình']",giáo viên cực kỳ nhiệt tình .
1.0,positive,negative,"['tập', 'thực_hành', 'đi', 'nội_dung', 'lý_thuyết', 'được', 'học']",bài tập thực hành thường đi trước nội dung lý thuyết được học .
2.0,positive,positive,"['tận_tâm', 'quan_tâm', 'sinh_viên']",cô rất tận tâm và quan tâm đến sinh viên .
-1.0,negative,negative,"['nhiên', 'môn_học', 'được', 'giảng', 'tiếng', 'nên', 'không', 'nắm', 'được', 'hết', 'nội_dung', 'thầy', 'giảng']",tuy nhiên môn học được giảng bằng tiếng anh nên em cũng không nắm được hết nội dung thầy giảng .
2.0,positive,positive,"['giáo_viên', 'tận_tâm', 'nhiệt_tình']",giáo viên tận tâm nhiệt tình .
-2.0,negative,negative,"['dạy', 'buồn_ngủ', 'khó_hiểu']","dạy buồn ngủ , khó hiểu ."
3.0,positive,positive,"['thầy', 'giảng', 'hay', 'ví_dụ', 'dễ', 'hiểu']","thầy giảng hay , đưa ra ví dụ dễ hiểu ."
0.0,negative,negative,"['chất', 'giọng', 'đều', 'đều', 'dễ', 'gây', 'buồn_ngủ', 'slide', 'giảng', 'chưa', 'logic']","chất giọng của cô đều đều dễ gây buồn ngủ , slide bài giảng chưa logic ."
1.0,positive,positive,"['hỗ_trợ', 'sinh_viên', 'tối_đa']",hỗ trợ sinh viên tối đa .
0.0,negative,negative,"['cần', 'thông_báo', 'hình_thức', 'đánh_giá', 'môn_học', 'thống']",cần thông báo rõ hình thức đánh giá môn học một cách thống nhất .
2.0,positive,positive,"['tập', 'đa_dạng', 'phong_phú']",bài tập đa dạng và phong phú .
-2.0,negative,negative,"['truyền_đạt', 'giảng_viên', 'chưa', 'tốt']",cách truyền đạt của giảng viên chưa tốt .
1.0,positive,positive,"['giảng_viên', 'nhiệt_tình', 'dạy']",giảng viên nhiệt tình trong khi dạy .
-2.0,negative,negative,"['giấc', 'không', 'đảm_bảo']",giờ giấc không đảm bảo .
1.0,positive,positive,"['thầy', 'nhiệt_tình', 'trình', 'giảng_dạy', 'có', 'thêm', 'video', 'học_sinh', 'tự_học', 'thêm']","thầy nhiệt tình trong quá trình giảng dạy , có thêm video cho học sinh về tự học thêm ."
-1.0,negative,negative,"['đôi', 'chỗ', 'khó_hiểu']",đôi chỗ vẫn khó hiểu .
3.0,positive,positive,"['giải', 'tập', 'dạy', 'dễ', 'hiểu']","cô giải nhiều bài tập , dạy dễ hiểu ."
-2.0,negative,negative,"['hiện', 'phòng', 'lab', 'kit', 'học', 'bị', 'hư_hỏng']",hiện nay trong phòng lab số lượng kit học bị hư hỏng nhiều .
0.0,negative,positive,"['giúp', 'tụi', 'xác_định', 'được', 'mục_tiêu', 'mong', 'đạt', 'được', 'học', 'môn_học']",cô giúp cho tụi em xác định được mục tiêu và mong muốn đạt được khi học môn học này .
-2.0,negative,negative,"['không', 'hiểu', 'thầy', 'colondoublesurprise']",nhiều khi không hiểu thầy đang nói cái gì colondoublesurprise .
2.0,positive,positive,"['giảng_viên', 'tận_tâm', 'nhiệt_tình', 'học_sinh']","giảng viên tận tâm , nhiệt tình với học sinh ."
-2.0,negative,negative,"['trang_bị', 'thêm', 'thiết_bị', 'mạng', 'nữa', 'thực_hành']",trang bị thêm nhiều thiết bị mạng hơn nữa để thực hành !
2.0,positive,positive,"['thầy', 'dạy', 'tận_tâm', 'nhiệt_tình']",thầy dạy rất tận tâm và nhiệt tình !
0.0,negative,negative,['sách'],quá theo sách .
5.0,positive,positive,"['nhiệt_tình', 'giúp_đỡ', 'tập', 'hữu_ích', 'thực_tiễn', 'cao']","nhiệt tình giúp đỡ , cho nhiều bài tập hữu ích và thực tiễn cao ."
-4.0,negative,negative,"['giảng_viên', 'nghỉ', 'không', 'lý', 'lớp', 'đợi', 'lâu', 'có', 'thay', 'giáo_viên', 'báo', 'nghỉ', 'xuyên', 'đi', 'trễ', '30', 'phút', 'lý', '""', 'kẹt', 'xe', '""']","giảng viên thường cho nghỉ không lý do , cả lớp lên ngồi đợi rất lâu rồi có người lên thay giáo viên báo nghỉ hoặc thường xuyên đi trễ trên 30 phút với lý do "" kẹt xe "" ."
3.0,positive,positive,"['nội_dung', 'thầy', 'giảng', 'cập_nhật', 'có', 'nội_dung', 'hay']","nội dung thầy giảng mang tính cập nhật , có nhiều nội dung hay ."
-1.0,negative,negative,"['tập', 'chưa']",số lượng bài tập chưa nhiều .
2.0,positive,positive,"['tiết', 'học', 'thoải_mái', 'dễ', 'tiếp_thu']","tiết học rất thoải mái , dễ tiếp thu ."
2.0,positive,negative,"['thưa', 'tài_liệu', 'thầy', 'đủ', 'có_thể', 'hoàn_thành', 'đồ_án']","thưa , những tài liệu thầy đưa ra đủ để em có thể tự hoàn thành đồ án riêng mình ."
4.0,positive,positive,"['thầy', 'dạy', 'ổn', 'bổ_sung', 'vững', 'kiến_thức', 'lý_thuyết']","thầy dạy rất ổn , bổ sung vững kiến thức lý thuyết ."
-1.0,negative,negative,"['đều', 'dài', 'cần_thiết', 'gây', 'mệt_mỏi']",buổi nào cũng đều dài quá mức cần thiết gây mệt mỏi .
2.0,positive,positive,"['chất', 'giảng_dạy', 'tốt', 'hài', 'dạy']","chất lượng giảng dạy tốt , em rất hài lòng với cách dạy của cô ."
-2.0,negative,negative,"['khả_năng', 'truyền_đạt', 'chưa', 'ổn']",khả năng truyền đạt chưa ổn .
1.0,positive,positive,"['giảng_viên', 'tích_cực']",giảng viên tích cực .
0.0,negative,negative,"['thời_gian', 'thực_hành', 'tập_trung', 'chưa', 'phù_hợp', 'bị', 'trùng', 'môn_học']","thời gian thực hành tập trung chưa phù hợp , bị trùng với các giờ với các môn học khác ."
4.0,positive,positive,"['thầy', 'vui', 'dạy', 'hay', 'đủ', 'kiến_thức', 'thi']","thầy vui tính , dạy hay , đầy đủ kiến thức để thi ."
-1.0,negative,negative,"['dụng_cụ', 'học_tập', 'thiếu', 'không', 'đảm_bảo', 'sinh_viên', 'tập_luyện']","dụng cụ học tập còn thiếu , không đảm bảo cho sinh viên tập luyện ."
1.0,positive,positive,"['xuyên', 'hỗ_trợ', 'sinh_viên', 'diễn_đàn']",thường xuyên hỗ trợ sinh viên qua diễn đàn .
-4.0,negative,negative,"['sửa', 'lại', 'máy', 'bị', 'hư_chuột', 'chuột', 'khó', 'di_gây', 'khó_khăn', 'thực_hành']","sửa lại một số máy bị hư chuột , chuột rất khó di chuyển , gây khó khăn cho việc thực hành ."
1.0,positive,positive,"['dạy', 'ôn_tập', 'tận_tình']",dạy và ôn tập tận tình .
-1.0,negative,negative,"['đề', 'khó', 'colonbigsmile']",đề khó colonbigsmile .
4.0,positive,positive,"['tận_tình', 'giảng_dạy', 'dễ', 'hiểu', 'vui_vẻ']","tận tình , giảng dạy dễ hiểu , vui vẻ ."
-1.0,negative,negative,"['thầy', 'dạy', 'chưa']",thầy dạy còn chưa rõ .
1.0,positive,positive,"['thầy', 'giảng', 'tận_tâm']",thầy giảng rất tận tâm .
1.0,positive,negative,"['mong', 'thầy', 'dạy', 'đúng', 'tiết', 'môn', 'quy_định']",mong thầy dạy đúng số tiết mà môn đó quy định .
3.0,positive,positive,"['tận_tình', 'cung', 'thông', 'giải_đáp', 'thắc_mắc', 'tốt']","tận tình , cung cấp thông tin và giải đáp thắc mắc tốt ."
-2.0,negative,negative,"['thầy', 'không', 'lớp', 'ôn_tập', 'nội_dung', 'thi', 'kỳ', 'kiểm_tra', 'kỳ', 'thi', 'kỳ']",thầy không cho lớp ôn tập nội dung thi ở kỳ kiểm tra giữa kỳ và cả thi cuối kỳ .
2.0,positive,positive,"['giáo_viên', 'nhiệt_tình', 'vui']",giáo viên nhiệt tình vui tính .
-2.0,negative,negative,"['tài_liệu', 'giảng_dạy', 'cần', 'bổ_sung']",tài liệu giảng dạy cần bổ sung .
7.0,positive,positive,"['chuyên_môn', 'sâu', 'nhiệt_tình', 'hiệu_quả', 'giảng_dạy', 'vui', 'dễ', 'hiểu']","chuyên môn sâu , nhiệt tình , hiệu quả trong giảng dạy , vui tính , dễ hiểu ."
-2.0,negative,negative,"['nhiên', 'truyền_đạt', 'hơi', 'khó_hiểu', 'sinh_viên']",tuy nhiên truyền đạt hơi khó hiểu cho sinh viên .
3.0,positive,positive,"['vui', 'dạy', 'dễ', 'hiểu']","vui tính , dạy dễ hiểu ."
-2.0,negative,negative,"['hình_thức', 'thực_hiện', 'chưa', 'chuyên_nghiệp', 'máy_móc']",hình thức thực hiện chưa chuyên nghiệp và máy móc .
2.0,positive,positive,"['giảng', 'cụ_thể', 'chi_tiết']","giảng bài cụ thể , chi tiết ."
-1.0,negative,negative,"['cần', 'tập', 'học']",cần cho bài tập sau mỗi ngày học .
1.0,positive,positive,"['thầy', 'dạy', 'tốt', 'cần', 'giảng', 'mẫu', 'sinh_viên', 'nắm_bắt', 'giao', 'tập']",thầy dạy tốt nhưng cần giảng mẫu cho sinh viên nắm bắt trước khi giao bài tập về nhà .
-1.0,negative,negative,"['visual', 'studio', 'máy', 'phòng', 'máy', 'hết', 'hạn']",visual studio của các máy trong phòng máy đã hết hạn .
1.0,positive,positive,"['giảng_viên', 'dạy', 'tốt']",giảng viên dạy tốt .
-1.0,negative,negative,"['giảng', 'giọng', 'nhỏ', 'chả']",cô giảng với giọng quá nhỏ chả nghe gì cả .
-2.0,negative,positive,"['kiến_thức', 'giảng', 'hơi', 'khó_hiểu', 'giải', 'tập', 'hay', 'hướng', 'sinh_viên', 'dễ', 'hiểu', 'tận_tình', 'chỉ_bảo', 'sinh_viên', 'không', 'biết', 'có_thể', 'lại', 'giảng', 'lại', 'vấn_đề', 'sinh_viên', 'chưa', 'hiểu']","kiến thức giảng hơi khó hiểu , nhưng giải bài tập hay hướng dẫn sinh viên làm bài thì dễ hiểu và còn tận tình chỉ bảo cho sinh viên những gì không biết , cô có thể nói lại , giảng lại một vấn đề vài lần nếu sinh viên vẫn chưa hiểu !"
-1.0,negative,negative,"['không', 'hợp', 'giảng_dạy']",không hợp với cách giảng dạy .
1.0,positive,positive,"['dạy', 'đúng', 'giáo_trình']",dạy đúng theo giáo trình .
1.0,positive,negative,"['cần', 'phương_pháp', 'giảng_dạy', 'tốt', 'sinh_viên', 'hiểu', 'nhớ', 'lâu']",cần tìm ra những phương pháp giảng dạy tốt hơn để sinh viên chúng em hiểu bài và nhớ lâu hơn .
3.0,positive,positive,"['thầy', 'nhiệt_tình', 'giảng', 'kỹ', 'tận_tâm', 'sinh_viên']","thầy nhiệt tình , giảng kỹ , tận tâm với sinh viên ."
-4.0,negative,negative,"['giáo_viên', 'giảng', 'nhanh', 'chép', 'không', 'kịp', 'không', 'kịp', 'hiểu']","giáo viên giảng nhanh quá , em chép bài không kịp và không kịp hiểu ."
2.0,positive,positive,"['thầy', 'giảng', 'hay', 'nhiệt_tình']","thầy giảng hay , nhiệt tình ."
-1.0,negative,negative,"['máy_chiếu', 'phòng', 'học', 'tệ']",máy chiếu phòng học rất rất rất tệ !
3.0,positive,positive,"['giảng_dạy', 'dễ', 'hiểu', 'nhiệt_tình']","giảng dạy dễ hiểu , nhiệt tình ."
